"Name","ID","Sweep","Runtime","dy_config.base_model.checkpoint_dir","dy_config.base_model.config_dir","dy_config.data.in_distribution.dataloader_args.dataset","dy_config.data.in_distribution.dataloader_args.dgm_args.length","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.seed","dy_config.data.in_distribution.dataloader_args.make_valid_loader","dy_config.data.in_distribution.dataloader_args.test_batch_size","dy_config.data.in_distribution.dataloader_args.train_batch_size","dy_config.data.in_distribution.dataloader_args.valid_batch_size","dy_config.data.in_distribution.pick_loader","dy_config.data.out_of_distribution.dataloader_args.dataset","dy_config.data.out_of_distribution.dataloader_args.dgm_args.length","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.seed","dy_config.data.out_of_distribution.dataloader_args.make_valid_loader","dy_config.data.out_of_distribution.dataloader_args.test_batch_size","dy_config.data.out_of_distribution.dataloader_args.train_batch_size","dy_config.data.out_of_distribution.dataloader_args.valid_batch_size","dy_config.data.out_of_distribution.pick_loader","dy_config.ood.bypass_visualization","dy_config.ood.histogram_limit","dy_config.ood.method","dy_config.ood.method_args.adaptive_measurement","dy_config.ood.method_args.adaptive_train_data_buffer_size","dy_config.ood.method_args.chunk_size","dy_config.ood.method_args.compression_type","dy_config.ood.method_args.correction_coeff","dy_config.ood.method_args.dimension_tolerance","dy_config.ood.method_args.encoding_model_args.chunk_size","dy_config.ood.method_args.encoding_model_args.diff_transform","dy_config.ood.method_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.encoding_model_args.use_functorch","dy_config.ood.method_args.encoding_model_args.use_vmap","dy_config.ood.method_args.encoding_model_args.verbose","dy_config.ood.method_args.encoding_model_class","dy_config.ood.method_args.evaluate_r","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_class","dy_config.ood.method_args.intrinsic_dimension_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_class","dy_config.ood.method_args.latent_statistics_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_class","dy_config.ood.method_args.lp_norm_order","dy_config.ood.method_args.percentile","dy_config.ood.method_args.radii_n","dy_config.ood.method_args.radii_range","dy_config.ood.method_args.use_forward_mode","dy_config.ood.method_args.use_functorch","dy_config.ood.method_args.use_vmap","dy_config.ood.method_args.verbose","dy_config.ood.method_args.visualization_nrow","dy_config.ood.method_args.with_std","dy_config.ood.pick_count","dy_config.ood.samples_visualization","dy_config.ood.seed"
"omniglot_vs_emnist_test_underproducer","8yn0w6dk","k01s65f0","704","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"omniglot_vs_emnist_train_toreros","pnc3lhhd","k01s65f0","697","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"omniglot_vs_omniglot_test_mungey","qlj49fk3","k01s65f0","675","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"omniglot_vs_omniglot_train_vociferation","berprdtw","k01s65f0","650","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"omniglot_vs_fashion-mnist_test_preobtrusion","omlotpq7","k01s65f0","663","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"omniglot_vs_fashion-mnist_train_rhinophidae","hhdc1gpe","k01s65f0","658","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"omniglot_vs_mnist_test_undisputed","lxl9tm74","k01s65f0","667","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"omniglot_vs_mnist_train_sailship","rsg6e5ni","k01s65f0","678","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"omniglot_vs_dgm-generated_test_hawm","pxngsys6","k01s65f0","652","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","10","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"omniglot_vs_dgm-generated_train_unnickelled","lmrkxwvp","k01s65f0","661","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","10","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"emnist_vs_emnist_test_nematodes","1os823zj","k01s65f0","733","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"emnist_vs_emnist_train_colation","hoi3fixv","k01s65f0","735","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"emnist_vs_omniglot_test_solemnizer","zoxjpiyu","k01s65f0","693","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"emnist_vs_omniglot_train_glendale","gs7mxoud","k01s65f0","687","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"emnist_vs_fashion-mnist_test_triamino","nhi5pu63","k01s65f0","714","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"emnist_vs_fashion-mnist_train_graduator","rqj17wcy","k01s65f0","716","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"emnist_vs_mnist_test_digenetica","byxrnyzg","k01s65f0","702","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"emnist_vs_mnist_train_unexculpated","qbi4yqns","k01s65f0","700","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"emnist_vs_dgm-generated_test_underring","k9j3ijvo","k01s65f0","684","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","10","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"emnist_vs_dgm-generated_train_scyphophori","bxzo77q4","k01s65f0","664","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","10","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"fashion-mnist_vs_emnist_test_misgrafted","eu9xf7t2","k01s65f0","693","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"fashion-mnist_vs_emnist_train_neurohypnology","o8ekblvx","k01s65f0","674","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"fashion-mnist_vs_omniglot_test_bowwort","lzlm1yzs","k01s65f0","660","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"fashion-mnist_vs_omniglot_train_crescendi","2w7x5fga","k01s65f0","660","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"fashion-mnist_vs_fashion-mnist_test_ghaut","owy8vk3r","k01s65f0","666","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"fashion-mnist_vs_fashion-mnist_train_nodosities","ze3u2niy","k01s65f0","654","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"fashion-mnist_vs_mnist_test_quartaut","g49psnnj","k01s65f0","665","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"fashion-mnist_vs_mnist_train_recurvirostridae","vumssfu2","k01s65f0","665","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
